user_id,first_name,last_name,email,signup_date,country,city,birth_date,is_active,loyalty_points
3fabc904-29f3-438a-8c53-5e860425c429,Anna,Bryant,nelsonbobby@example.org,"Fri, 10 Jan 2020 01:38:38 ",Spain,Seville,29-06-1986,False,-93
dbc97a96-1bf8-4c55-b681-43012f53598b,James,Coleman,delgadomartin@example.net,"Mon, 24 Jan 2022 21:59:05 ",Italy,Na@ples,02-07-2002,False,91
b4a58e22-c09c-4d22-958f-d6eec49ac480,Melissa,Horn,zcollins@example.org,"Mon, 18 Jul 2016 14.48.06 ",Italy,Milan,1984-11-09,True,95
49641ced-d19b-4486-b216-02501c6cb218,Jason,Bennett,gwilkerson^!@exampl&e.net,2024-06-09T06:32:29,Brazil,Sao Paulo,1984-01-16,False,93
e9aba3da-f629-4329-b83f-acb08147d13d,Richard,Salazar,uhernandez@example.com,2003-19-09 15:26:46,Australia,Sydney,09-30-1964,False,-26
90a9bd54-3410-41d8-af34-9739c2f788e5,Anthony,Rush,jenniferstokes@example.net,2020-10-12 17:52:37,Romania,Timisoara,17-02-1966,False,21
6a97a0a1-bf21-486e-a685-019c6f145593,Amy,Rivera,clarkkevin@example.org,2023-06-21T07:06:46,UK,london,05-26-1979,True,67
d8c9adf1-8eed-4be9-98b8-e2f9f78eab2b,Sandra,Pruitt,nmiles@example.org,2018-11-23T05:30:21,USA,Chicago,1998-08-28,False,20
0075f4bf-4b04-4a12-abfe-8af1ab75d0e6,Lisa,Wells,andrewhorne@example.com,2019-06-05T03:24:53,Netherlands,The Hague,12-05-1947,True,172
6cd30169-2da0-4fd9-ae65-90c2b548812d,Kendra,Silva,eric48@example.com,2018-10-07T10:48:18,Japan,OSAKA,1985-03-21,False,19
0368a72b-fb03-458b-891e-3c4c98201b81,Shannon,Johnson,margaret41@example.com,2021-08-16T14:31:46,Italy,Rome,23-07-1972,True,31
c5a41626-cfc5-4807-bf15-a30e5c6cf58e,Cheryl,Herman,ghardin@example.net,2021-12-29 03:09:23,UK,Birmingham,28-04-1976,False,81
08203931-59d3-4eed-9c94-69eda3202943,Jeffrey,MCDOWELL,henry24@example.com,2017-05-18 11:34:04,Germany,Hamburg,09-26-1999,True,40
c72d0b26-1caa-4587-aa65-f84ae9f2a4d1,Jennifer,Hart,johnsonmark@example.com,2020-07-18 02:08:54,Japan,Kyoto,07-01-1956,False,45
5a6401d5-6dba-4136-ad73-2a1fe1ed114d,Stephanie,perry,,2017-05-11 05:30:46,South Africa,Cape Town,05-18-1953,False,21
0fd06bc1-c8ac-4f57-a0c3-7eeaf835c333,Douglas,Richard,kjohnson@example.net,2017-09-13T00:31:31,South Africa,Durban,1955-02-10,False,85
054d9101-bce5-4b53-968a-b817cc817a73,Jenna,White,rfernandez@example.org,,Spain,Valencia,12-31-1953,False,76
45d69d8a-bc90-4ea9-a55f-f80e3d31ea0c,Mandy,Burnett,,2021-10-11T22:25:40,USA,Chicago,01-28-1967,False,22
a96f3bda-b54e-4503-998b-a24d77a7c1fe,Dorothy,Martin,brendareyes@example.net,2021-11-20 15:42:44,South Africa,Johannesburg,31-01-1997,False,100
fc69978b-785e-4995-844b-058063e20f59,Lisa,Jones,lkeith@example.org,2016-06-17T07:18:51,Braz!i*l,Salvador,12-09-1962,False,24
4c517652-5dcd-48e2-b4f1-d586af338c64,Traci,Hart,jonesnicole@example.com,2021-04-02 15:52:57,Germany,Hamburg,12-31-1992,False,22
f9a5c42e-6e70-4f64-81aa-f0bb455b3e59,Cynthia,Robertson,kevinvaughn@example.org,2024-09-29T10:47:07,Netherlands,The Hague,17.02.1986,False,93
f2b10402-3012-48c4-b91b-a56a24c9251b,Kristin,Cordova,kristine29@example.net,2021-02-03T07:35:08,Poland,Warsaw,14-08-1962,True,19
05efe40c-b0db-4557-9a00-d0e37c8d5dc8,Melissa,Flores,qturner@example.com,"Sun, 13 Aug 2023 22:39:14 ",USA,Chicago,11-24-1962,True,57
59aaf3e8-8f02-4872-9f2f-9e6aa94f2bc1,Marcus,Salas,rachelelliott@example.org,2020-12-05T01:32:44,Spain,Bilbao,12-30-1961,True,84
d5ad42c2-2672-4bce-9335-dac7e3e4e59b,Keith,Phelps,melissa10$example.org,"Sun, 14 Aug 2022 23:44:59 ",France,Lyon,1950-07-20,False,32
dbd78db2-e463-4c3b-a056-8852434091fe,Bradley,Davis,millerbarbara@example.org,"Mon, 27 May 2024 00:18:48 ",France,Nice,09-30-1999,False,14
e9a043f9-a0ff-439a-9be3-6271f159a1e9,Leonard,Taylor,yking@example.org,2025-06-28T07:25:02,Netherlands,Utrecht,29-12-1998,False,4
e8bd36fe-19af-4e9e-91d3-0a0f99e73edb,Mary,Walker,washingtoneric@example.com,2017 02 02T09 12 10,Japan,Kyoto,1976-06-04,False,72
defcd478-e964-4637-adfa-d960f1f84377,Brianna,Rivera,youngcaitlin@example.net,2020-03-21T07:40:58,South Africa,Port Elizabeth,05-30-1973,False,73
1f458912-39f8-4b12-b0e4-aa7ac887094c,Sarah,Carroll,richardcarpenter@example.org,"tue, 03 aug 2021 11:50:10 ",UK,Leeds,01-30-1952,False,11
ddc0d87f-ac66-4542-804f-d4c32f0c61b4,Karen,Huber,xdunn@example.net,2018-01-25 13:35:58,Spain,Bilbao,1982-02-13,True,53
d84c4af2-4f2b-48b7-83d5-6e4b7bb9464d,Scott,smith,zbaker@example.net,2019-10-24T05:57:34,Poland,Krakow,05-18-1997,False,25
32994ac6-68f6-479a-8c11-29583358ebed,Mark,Smith,natashafriedman@example.com,"Wed, 15 Nov 2017 01:46:15 ",Australia,Sydney,28-03-1968,True,7
ebd5998a-62b7-44ad-989e-e0e27201e982,Stephanie,Jones,jessicalopez@example.org,2020-05-26T15:33:43,Sweden,Malmo,02-26-1977,False,70
0bf7532f-2ef4-498d-b2ca-090945de5c4c,Roger,Thomas,monicacharles@example.com,2016-09-02T10:08:47,GERMANY,Frankfurt,09-09-2001,,75
e005290e-8c69-424b-83e6-5c42e53e0d13,Kristi,Mcdowell,bishopcynthia@example.net,2016-04-20T10:11:46,Italy,Florence,08-05-1967,False,27
b054fc1c-3632-4e2f-87c2-b6f7651bf9b7,Cynthia,Holder,angela05@example.com,"Thu, 30 Jan 2025 18:01:13 ",Germany,Munich,01-31-1973,False,74
ca9a6d8b-ebbd-4a15-8424-19f788c488ee,Renee,Orozco,andrea56@ex!a&mple.com,2023-07-14T23:42:23,Canada,Montreal,16-04-1966,False,33
0d749626-1be8-4311-964b-47d6f8b1d8b6,Valerie,Drake,davidmccarthy@example.org,2021-07-22T14:33:40,Sweden,Gothenburg,07-06-1951,True,24
cb322697-3b26-4699-b87f-bb34b03d4894,Wendy,Snyder,jonathan27@example.com,2021-11-04 20:58:22,Brazil,Fortaleza,09-21-1994,True,83
d203a2d3-f302-48e3-ba23-6a722c31501d,Randy,Joyce,carl08@example.com,2021-12-16 06:09:43,Poland,Gdansk,03 01 1962,False,29
3bf5442b-5486-4130-aa53-490cd9d3add2,Zachary,Green,michael48@example.org,2024-05-16T04:30:57,Spain,Madrid,10-04-1982,True,50
e83bdbb0-caf1-48e9-b1f8-6e2db5457322,Ashley,Blake,hartmansusan@example.net,2015-08-10T07:32:33,Poland,Warsaw,1948-12-29,False,89
ba829fd3-95e3-492e-8ccb-5da2c401ea2c,David,Warren,jonesmonica@example.net,"Tue, 17 Mar 2020 14:54:22 ",Spain,Seville,10-16-1965,False,4
2b2212fc-039c-47ca-809c-cfe71b2112fb,Kevin,Leblanc,albert06@example.org,"Fri, 19 Jun 2020 06:20:55 ",Sweden,Vasteras,1966-02-05,True,72
41aae15a-b8b5-4a7f-a324-c3e1a327d0eb,Marcus,Griffin,phillipsalexandra@exa$mple.net,2020-11-14T07:01:16,SWEDEN,Vasteras,19-05-1957,False,37
c0e1b7e1-81c8-42c7-8caa-82c1a1e34fe9,Debra,Payne,jcruz@example.com,2023-08-16 21:05:14,USA,New York,23-09-1967,False,25
8234fcb2-7eac-4b12-9877-c07cbc221a11,Jason,Myers,gjones@example.com,2020-07-23T14:20:02,Poland,Krakow,1963-06-01,False,89
39958abc-f21e-4e33-9d27-460c79185985,Ryan,Scott,johngarcia@example.net,2002-19-03 11:30:44,France,Toulouse,1952-09-14,False,71
997fdbef-68b7-4a98-977d-5e691c7acd81,Sylvia,Thompson,iboyd@example.org,2022-02-10T11:37:10,France,Nice,24-02-1951,False,15
f8405f29-e8f6-47c2-8852-addac53d5f09,,Martin,leslie35@example.net,2018-05-17T20:53:42,Italy,Naples,03-23-1978,False,83
c456e5bf-8c0f-4906-9d9a-5c76b08caf83,Mary,Chung,yjohnson@example.org,"Sat, 17 Sep 2022 06:48:06 ",Australia,Melbourne,03-29-1981,False,85
aa1fce39-0a54-43ce-bf89-36c934e88526,Richard,Sullivan,hughesveronica@example.com,2021-07-28 18:22:10,Poland,Krakow,02-12-1998,True,3
950d4423-78c4-4e52-ba31-e0a55e46c7eb,Felicia,Hubbard,wallacecathy@example.net,"Wed, 01 Apr 2020 06:38:16 ",Australia,Adelaide,21-03-1993,False,27
52184f04-2cf6-4ed4-a0a9-e2b8ec4a930c,Amber,Simpson,karendowns@example.org,2017-05-24 18:01:36,Brazil,Brasilia,29-07-1987,True,82
ba9dead5-ed64-486a-b10c-d65fa5b792f6,Monica,Smith,meganreynolds@example.com,"Sun, 21 Nov 2021 02:12:36 ",Spain,Bilbao,10-27-1988,False,94
c9330c96-c438-4400-9d2a-df2df8584f12,Amanda,Hill,jason41@example.com,2022-04-11T02:12:37,Japan,Sapporo,12-03-1963,False,79
1ca637a1-7a3f-4648-8a63-342c91cc71e5,Hannah,Hart,ndecker@example.org,2019-01-02 12:35:58,Japan,Nagoya,2006-06-17,True,69
4c72e06b-77d1-4756-bf0d-49874ee3aa34,Joshua,Flores,bryan50@example.org,2024-04-11T00:27:31,Australia,Melbourne,05-12-1958,True,37
90c29730-73c3-4ed8-8c73-5bc6a822383f,Tina,Hernandez,regina78@example.com,"Mon, 10 Feb 2025 17:46:11 ",Australia,Adelaide,1994-04-08,False,84
9197d988-c7f2-4244-80f4-a0c3e7357cfa,Dale,Mcclure,sarahgarcia@example.org,2024-04-30 14:08:21,Brazil,Fortaleza,22-08-1996,False,71
b728126b-70df-42db-ac23-01fbf324993a,Eric,Lee,lauren50@example.net,"Wed, 29 Dec 2021 09:02:57 ",Brazil,Sao Paulo,1974-02-02,False,
21f06395-4772-4743-b38f-7bedfdef8cb3,Tracy,Cooper,heathermunoz@example.net,2020-05-27 22:07:42,USA,Houston,2006-05-31,False,3
9c42b8f6-75f1-4333-bd51-a76d0cb19de6,Joseph,Willis,vsmith@example.net,2020-03-21T08:06:42,Sweden,Uppsala,06-05-1977,True,80
ebd6d6b0-c146-4aed-9085-c0090848eb76,Michael,Garrison,banderson@example.org,2003-23-28T02:56:38,Sweden,Uppsala,08-06-1983,False,18
81da9f44-3569-46f8-bd18-f3ca39d3f6c9,,Brown,kathleen99@example.org,2024-12-11T02:25:30,Netherlands,The Hague,12-09-1999,,70
4eb24d09-a7e5-4b83-8a5f-20d646f08651,Caitlin,Harris,cartersergio@example.net,"Sat, 23 Mar 2024 07:07:10 ",Brazil,Rio de Janeiro,08-11-1977,False,62
77fc9867-3d40-4a27-b2b7-1fe842008228,Marie,Mccann,andersondrew@example.org,2024-11-28T21:02:03,USA,New York,04-26-1950,False,61
1e490ac4-fb4a-47fe-b52c-dff8e0c9f56d,Rachel,Alexander,christopher06@example.com,2020-05-14T03:28:03,Sweden,Gothenburg,23-04-1986,False,67
db1c6d6a-52f3-4075-a07b-aa420bc965f9,Sean,Brown,parkercharlene@example.net,2022-01-19 06:11:00,Spain,Barcelona,17-02-1950,False,6
50e1e5f0-59de-4729-b3d2-ab6e20e25b3d,Howard,Smith,ebarrett@example.org,2020-08-18T20:57:23,UK,Leeds,1950-10-20,False,4
5e3e114a-3413-4938-b64a-894de4565cd6,Julia,Thompson,mario42@example.net,,Romania,Iasi,03-03-2006,False,10
e8568774-ba09-4a45-8c13-76d6bbf1864f,Anthony,Hale,moorekristina@exa!mpl&e.net*,2020-09-03T00:11:55,Japan,Kyoto,2000-07-07,False,27
